Arc,https://releases.arc.net/release/Arc-latest.dmg
Discord,https://dl.discordapp.net/apps/osx/0.0.290/Discord.dmg
Blender,https://ftp.nluug.nl/pub/graphics/blender/release/Blender4.0/blender-4.0.2-macos-arm64.dmg
